timestamp,open,high,low,close,volume,trades
1640998140,46690.1,46708.9,46676.8,46692.6,4.97813383,51
1640998260,46693.3,46701.2,46693.3,46693.4,0.830878,14
1640998320,46693.4,46693.4,46646.6,46646.7,1.32694837,13
1640998380,46667.3,46667.3,46640.8,46640.8,0.12457312,10
1640998440,46646.4,46691.8,46639.4,46656.6,1.07426181,13
1640998500,46663.5,46663.5,46662.0,46663.4,0.00689032,5
1640998560,46663.4,46663.4,46653.8,46663.4,1.30401669,18
1640998620,46663.3,46663.4,46663.3,46663.3,0.04718818,6
1640998680,46663.4,46663.4,46663.4,46663.4,0.1545695,6
1640998740,46663.4,46663.4,46663.3,46663.3,0.10447503,5
1640998800,46663.4,46663.4,46663.3,46663.4,0.29437159,8
1640998860,46663.3,46663.4,46631.5,46631.5,0.25641751,10
1640998920,46631.5,46631.5,46606.9,46606.9,0.08812607,10
1640998980,46607.0,46607.0,46580.6,46580.6,30.46042535,47
1640999040,46579.9,46579.9,46551.9,46551.9,22.13679524,30
1640999100,46576.2,46576.3,46576.2,46576.2,0.10705881,8
1640999160,46576.3,46586.7,46576.3,46586.6,1.10611095,14
1640999220,46586.7,46586.7,46586.6,46586.7,0.00497821,5
1640999280,46586.7,46610.0,46586.7,46610.0,25.31033936,58
1640999340,46609.9,46633.2,46609.9,46633.2,4.86577487,16
1640999400,46633.2,46682.0,46633.2,46682.0,2.78572028,28
1640999460,46682.0,46695.8,46681.9,46695.8,1.30312953,16
1640999520,46696.9,46715.7,46696.9,46715.7,30.32701986,81
1640999580,46715.9,46716.3,46715.3,46716.3,0.1697996,12
1640999640,46716.3,46730.3,46716.3,46730.3,2.85783981,18
1640999700,46730.2,46753.8,46730.2,46753.8,1.28067227,23
1640999760,46754.9,46798.7,46754.9,46798.7,1.70365556,31
1640999820,46798.8,46834.1,46798.8,46834.1,1.48400575,46
1640999880,46834.1,46839.6,46834.1,46839.6,0.07189601,21
1640999940,46839.6,46894.1,46839.6,46894.1,6.3245699,93
1641000000,46897.5,46932.2,46865.9,46898.8,37.52863689,78
1641000060,46900.1,46900.1,46900.0,46900.1,0.05422887,8
1641000120,46900.0,46900.1,46850.1,46850.1,5.76859544,14
1641000180,46850.0,46850.1,46850.0,46850.0,0.00875543,4
1641000240,46850.1,46850.1,46832.7,46832.7,0.58406516,25
1641000300,46833.0,46864.8,46832.4,46832.5,7.57466275,37
1641000360,46832.5,46832.5,46801.3,46801.3,0.7196925,13
1641000420,46801.3,46817.3,46801.3,46801.3,0.02860691,12
1641000480,46801.3,46801.3,46785.0,46785.0,2.16109338,24
1641000540,46785.0,46795.3,46784.9,46795.3,0.50963087,14
1641000600,46801.3,46812.3,46795.4,46795.4,0.00598318,4
1641000660,46795.3,46795.4,46795.3,46795.4,1.40866515,5
1641000720,46795.3,46795.4,46795.3,46795.4,0.37001895,9
1641000780,46843.1,46843.1,46841.1,46843.1,0.0107737,6
1641000840,46843.0,46843.0,46837.6,46837.6,0.17028,5
1641000900,46833.8,46833.8,46832.1,46832.1,0.00273954,3
1641000960,46832.1,46868.9,46832.0,46868.9,0.58223994,14
1641001020,46865.3,46865.3,46842.0,46844.4,0.05438543,6
1641001080,46832.1,46832.1,46832.0,46832.1,2.00637234,10
1641001140,46832.1,46832.1,46800.1,46806.8,0.73850321,19
1641001200,46800.1,46800.1,46775.1,46775.1,0.18080613,15
1641001260,46775.1,46775.1,46775.0,46775.0,0.00133108,2
1641001320,46775.1,46775.1,46775.0,46775.0,0.06883408,5
1641001380,46775.1,46775.1,46775.0,46775.0,0.058902,4
1641001440,46775.1,46775.1,46775.0,46775.0,0.00162753,2
1641001500,46775.1,46775.1,46775.0,46775.1,0.03126002,5
1641001560,46775.1,46775.1,46735.4,46735.4,1.38990943,27
1641001620,46735.4,46735.4,46735.3,46735.3,0.00050736,2
1641001680,46735.4,46735.4,46735.3,46735.3,0.00844779,7
1641001740,46735.4,46749.4,46735.3,46749.4,2.44964284,31
1641001800,46749.5,46762.7,46749.4,46757.2,1.73108062,13
1641001860,46762.4,46804.9,46762.3,46804.9,0.8530963,24
1641001920,46804.9,46814.2,46787.5,46787.5,6.00457573,20
1641001980,46789.6,46794.7,46789.6,46790.4,1.17399095,19
1641002040,46790.3,46794.7,46790.3,46794.7,0.104059,5
1641002100,46794.6,46794.7,46794.6,46794.7,0.01352065,4
1641002160,46794.7,46794.7,46794.7,46794.7,0.04680861,12
1641002220,46794.7,46794.7,46794.7,46794.7,0.01303803,1
1641002280,46794.7,46794.7,46769.2,46794.6,0.01780886,6
1641002340,46794.6,46794.6,46793.7,46793.7,0.01090933,3
1641002400,46793.7,46793.7,46793.7,46793.7,0.0204655,5
